,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ANKRD45,15.787551580885674,1.3946265926625825,0.3854581192111455,3.61810148276741,0.0002967720343698785,0.021252713212583298
COA3,2345.495919836691,0.31799968237105625,0.09626130041582011,3.3035049495216926,0.0009548428383992555,0.04711993484486279
POU3F2,93.61006793899024,-1.308736494426909,0.3984211374964298,-3.28480688211136,0.0010205229393704589,0.04928799602612485
CLDN6,65.06611497413449,1.5650038920943619,0.4182807357019568,3.7415155863393514,0.00018291383102568597,0.015477436726069445
MUC6,70.6926202536272,-1.71661420621604,0.3314554782083246,-5.1790189605408266,2.2305580041770906e-07,8.95921975070168e-05
RFX6,14.555363456048465,3.486497636022565,0.6648272344271032,5.244216024072719,1.5694822860463463e-07,6.822088002539263e-05
RPS27L,3427.218259422162,0.5690087272533825,0.15545278764910372,3.660331447627553,0.00025188920594322074,0.01907564771786238
SFTPA2,56.01143360602279,-3.9470403932477662,0.5163471595004272,-7.644160175232842,2.1031346938079376e-14,6.066778815383606e-11
HS6ST3,81.25230059916437,-1.8926431118760743,0.4577561686810504,-4.134609736291302,3.5555832864943856e-05,0.004691409949099564
PDE6G,10.606472371605586,1.019946667475266,0.27606864046660134,3.6945401178177595,0.00022028511359789807,0.017259635470014474
DLK1,17.33897763231755,-1.8743193332214805,0.3936477584548397,-4.761412437806394,1.922427072439442e-06,0.0005213720806459481
KRT79,20.536267402507008,1.880530016229235,0.5618070880336091,3.3472878080113078,0.0008160643659300708,0.04316141364314288
CALHM1,7.757457541476423,-1.0623288875331471,0.3023073291015397,-3.514069244336215,0.0004412977606982173,0.028174686609084773
SLITRK2,11.231420914751498,2.3371496134950522,0.6373036764874251,3.6672464002977825,0.00024517651329857796,0.01881253557306909
AC013268.1,5.482779574908919,2.3785666352338333,0.6866733477070767,3.4638982904699684,0.0005324077737932385,0.03199589217847207
SLC51B,17.68467214094496,2.6950592379071328,0.5256342918960152,5.127251550095383,2.9400257872522685e-07,0.00010847669564569969
FOXE3,4.647183420838189,1.2412768587378697,0.33563162648952,3.6983310295301637,0.00021702174464933535,0.017172860297925335
KRT14,203.2940618962293,2.342085557098376,0.4376384819135644,5.351644459732287,8.715851755773532e-08,4.3311549352466375e-05
RTN4RL2,263.44807650056055,1.0142283624021928,0.29216292737164906,3.471447837432271,0.0005176598925909303,0.031527573995782744
TMPRSS6,33.928830261432324,1.2410810028117873,0.30292519954058833,4.0969883149173185,4.185600217625004e-05,0.005228869311238543
BAGE2,139.14868196809573,2.3567762341039433,0.6151018903004016,3.8315216897690694,0.0001273531446869588,0.01199122443341807
KRT12,3.286257223357589,1.6308789631186418,0.4903926635412978,3.3256593835264407,0.0008820965176004833,0.045072149114301026
TRPV2,526.4915678037297,1.5801962005336931,0.45598362443834406,3.4654669945222123,0.0005293114919628028,0.031870176378504166
DNER,1513.3628795473269,1.8366793013874196,0.3859351321576679,4.759036294827578,1.9451945903683133e-06,0.0005230760131099742
CLCN1,12.31226667609111,1.4339505724039028,0.3967047092390684,3.614654777238233,0.00030074810228961405,0.02144502928932976
NCCRP1,119.53249029103343,2.070291128187232,0.4378979320792466,4.727793799703467,2.26972507052664e-06,0.0005761651697030465
COL25A1,40.07436780613128,-2.0604150193826762,0.49392056912670174,-4.171551354959128,3.025328534553457e-05,0.0041890369962992256
GOLGA8M,8.777703735139209,-1.3359311390449096,0.35474976301806954,-3.765840821652254,0.000165989523518637,0.014433789761303611
FSIP2,257.8181407994798,-1.1248893590466658,0.31709966078741564,-3.5474316063705738,0.0003890067381816819,0.026207160953806687
FAM78B,68.42079749874692,1.5778980173532673,0.3978168345922822,3.966393274860871,7.2968426490457e-05,0.008011630245566405
MSL1,6932.819735246896,0.3851556964708084,0.11028608758108016,3.4923325771951923,0.0004788216614207882,0.029635057159163605
UTS2B,7.717825136209858,1.1764322817081203,0.31671801131501087,3.714447046518074,0.00020364850681056903,0.016523754706278985
GAGE2A,19.16108082020045,3.611669187930643,0.8865759732129675,4.073727798918222,4.626655355803061e-05,0.005624842953830917
TOGARAM2,48.365142713673855,1.138545729323914,0.31078395762852323,3.66346364211246,0.0002488275496042845,0.018979680231955655
SPATA41,32.40422311287278,-1.1660605706112026,0.27631197277113423,-4.220087023073141,2.4420803194115706e-05,0.0035383402107419426
MYT1,55.08132979876283,1.4009417318119437,0.39688045887303397,3.529883370398236,0.00041574289342571826,0.027239799899902696
CTSE,21.68451728218153,-1.4215884743670382,0.33424216724281175,-4.253169150062143,2.1076624763573974e-05,0.0031846780017760275
BECN2,4.789495190190147,1.5817755015283765,0.4163156538717881,3.799461987118824,0.00014501055159146813,0.013109201745153492
TMEM26,7.860705043317726,3.1860134349543134,0.5953794274898312,5.351231983924619,8.735744724584312e-08,4.3311549352466375e-05
ZNF679,1.2642300299446814,2.9875196320643864,0.8987106391853372,3.3242286246577786,0.0008866347765614123,0.0452312027251932
DIO3,23.513113535134696,-1.9253449136747374,0.5301897768049973,-3.6314259495480146,0.00028185953603131745,0.020372858628268188
MAP1LC3C,30.25024435686213,1.7333165812608886,0.48422535058291616,3.5795659586477697,0.00034416537398038264,0.023896524030134623
ADAMTSL2,12.464217080148023,-1.7597154889170161,0.46462265412987525,-3.787407852965184,0.00015222711191492454,0.01358378368443545
NRAP,2.237660680977847,-1.6146066850188063,0.4880713821907394,-3.3081363586030013,0.0009391906794352453,0.046710751487711234
MRPL42,4954.682822534891,0.35175863554793746,0.10198017878900384,3.4492843582449804,0.0005620744644460172,0.03320430041196029
FCGR1B,6.261130429149228,-1.00946022589104,0.302334846174832,-3.33888150394446,0.0008411643770471674,0.04374553772696437
TUBA3C,18.810941860953452,3.485542155824241,0.6443659005673706,5.409259168983316,6.328599079951338e-08,3.3468796234322655e-05
RPS4X,68334.898153525,0.4583861847938519,0.11250081586463043,4.074514315926536,4.611047686932688e-05,0.005624842953830917
PEG3,157.0672531868113,4.0163671854607745,0.5519403513135636,7.27681383668039,3.4179640409459084e-13,6.379730410779684e-10
MYL4,4.501728968031673,1.3958113098794813,0.32210593873938986,4.333392036614411,1.4682930213846156e-05,0.0023530508010886483
RYR2,309.9548747479503,1.7500496752075752,0.45808449205738044,3.820364377208301,0.0001332546634381548,0.012323415200318091
APCDD1L,579.3318011320104,1.722149725785574,0.5134312108086738,3.3541975819372616,0.0007959550559920967,0.04259097787805265
CES1,7789.995010059563,-2.231978462753727,0.5767335464697293,-3.8700340502403496,0.00010882015342391144,0.01092712749460169
POU3F3,39.87832484219047,-2.7473549607279684,0.559759907201944,-4.908095284031852,9.19651744530988e-07,0.00028712069900253096
